part_ID,complexity_level,message_framing,product_satisfaction
PID_172,high,promotion,8.147097716408174
PID_173,low,promotion,1.8721070658393029
PID_174,low,prevention,2.968158625105094
PID_175,high,promotion,7.007106972905176
PID_176,high,prevention,3.6813390647060316
PID_177,low,promotion,2.5657474343113904
PID_178,high,promotion,7.425725628706082
PID_179,high,promotion,8.207971763697984
PID_180,high,prevention,3.1200174605461743
PID_181,low,prevention,1.9576963189944543
PID_182,low,promotion,1.3270342422007622
PID_183,low,promotion,2.0879128689938278
PID_184,high,prevention,3.031332971137271
PID_185,low,prevention,2.2960863878098845
PID_186,low,promotion,2.0779076525883577
PID_187,high,promotion,8.068146239698663
PID_188,high,promotion,6.4337812525948745
PID_189,high,prevention,3.491470086547553
PID_190,low,prevention,1.7499127421938236
PID_191,low,prevention,0.7457532043222528
PID_192,high,prevention,3.4975290101932854
PID_193,low,prevention,1.2142236674188154
PID_194,high,prevention,5.203906467226987
PID_195,low,prevention,0.1081455200356376
PID_196,low,promotion,2.8832102784043294
PID_197,low,prevention,1.724017614155822
PID_198,low,prevention,2.4505680983784
PID_199,low,prevention,1.0912939067306164
PID_200,high,prevention,2.9297137120788332
PID_201,high,prevention,3.5629092575687404
PID_202,high,prevention,3.7771128427282057
PID_203,high,prevention,2.309560037164446
PID_204,low,prevention,1.9075402355636397
PID_205,low,promotion,2.3530954323067146
PID_206,high,promotion,8.30999273279332
PID_207,high,promotion,8.47412669459942
PID_208,high,promotion,7.007914583629621
PID_209,low,prevention,2.1959104865846917
PID_210,high,promotion,7.165017340044781
PID_211,high,promotion,7.543594836018074
PID_212,low,promotion,3.051283193751366
PID_213,low,prevention,1.2260089191434655
PID_214,low,prevention,0.7017125647611977
PID_215,low,promotion,3.8330264995540797
PID_216,low,prevention,0.4645373583840702
PID_217,low,prevention,2.708433608530494
PID_218,low,prevention,2.091860546158115
PID_219,high,promotion,5.936290784945042
PID_220,low,prevention,2.1662336176402297
PID_221,low,promotion,4.515065943442148
PID_222,low,promotion,4.01764666120671
PID_223,low,promotion,3.2876840879099514
PID_224,high,prevention,4.984734193734807
PID_225,low,promotion,3.652255436255881
PID_226,low,promotion,3.187331406616873
PID_227,high,prevention,3.0964286881899445
PID_228,high,prevention,2.8198788422773466
PID_229,high,prevention,5.0081505032858
PID_230,high,prevention,3.1034025341250073
PID_231,low,promotion,4.415977596584602
PID_232,high,prevention,1.8297512619108434
PID_233,high,prevention,5.37121963133653
PID_234,low,prevention,0.6578518453464797
PID_235,low,promotion,3.9815815393307514
PID_236,low,promotion,3.40105379942125
PID_237,high,promotion,6.508857312065931
PID_238,low,prevention,1.9548508309326147
PID_239,high,prevention,2.245346367687064
PID_240,high,prevention,1.3901898243739508
PID_241,low,promotion,2.7463682544671473
PID_242,high,promotion,8.124168453511565
PID_243,high,prevention,4.434986454452666
PID_244,low,prevention,0.2493671668816415
PID_245,high,prevention,4.545945933957425
PID_246,low,prevention,3.302862297830423
PID_247,high,promotion,6.9873739381171776
PID_248,high,promotion,6.6921302017001665
PID_249,high,promotion,8.864328363248484
PID_250,high,promotion,5.230901150664531
PID_251,high,prevention,2.014678238391766
PID_252,high,prevention,4.211662696733946
PID_253,low,prevention,2.206039989183771
PID_254,low,prevention,1.6620573116654962
PID_255,high,promotion,8.002187180043741
PID_256,low,promotion,1.0479275686916807
PID_257,low,promotion,4.050757461762485
PID_258,high,prevention,4.6681261112216985
PID_259,high,prevention,3.150171686927912
PID_260,high,promotion,7.85109232669487
PID_261,high,prevention,4.438584128253983
PID_262,high,prevention,4.964565230262062
PID_263,low,prevention,2.0768444080862762
PID_264,low,prevention,2.5214540864259116
PID_265,high,prevention,4.004249857515092
PID_266,low,prevention,3.300894765867276
PID_267,low,prevention,3.0741133956802114
PID_268,low,promotion,2.643195190617925
PID_269,low,promotion,3.6799421542858326
PID_270,low,prevention,2.218826604731082
PID_271,low,promotion,3.901198024549713
PID_272,high,prevention,2.7087056483511978
PID_273,high,promotion,8.139355452881414
PID_274,low,prevention,1.4380678359018249
PID_275,low,promotion,4.246707226937145
PID_276,low,prevention,1.2788667568932341
PID_277,high,promotion,6.187144038477319
PID_278,low,prevention,4.1328160948605195
PID_279,low,prevention,1.1870426631797548
PID_280,high,promotion,7.1184565702744225
PID_281,high,promotion,6.877227592871847
PID_282,low,promotion,1.8015895671059987
PID_283,low,promotion,0.9761844432767735
PID_284,high,promotion,8.866050366809247
PID_285,low,promotion,2.035623731721594
PID_286,high,prevention,4.3129945925059685
PID_287,low,promotion,3.5146529461109886
PID_288,high,promotion,6.793834211349262
PID_289,high,prevention,2.569547990364123
PID_290,high,promotion,6.181982252855353
PID_291,low,promotion,3.539226527041398
PID_292,high,promotion,7.6352001912567555
PID_293,low,promotion,3.9259629870659314
PID_294,low,prevention,2.646626568499784
PID_295,low,promotion,2.7287636324063964
PID_296,high,promotion,7.761099688693981
PID_297,high,prevention,2.8527079874020016
PID_298,low,promotion,4.035816604560308
PID_299,high,prevention,4.127061077640948
PID_300,high,prevention,2.229268064486189
PID_301,high,prevention,1.2301888584240048
PID_302,high,prevention,2.0933374862286835
PID_303,high,promotion,7.8375754544815806
PID_304,low,promotion,3.483429944140214
PID_305,low,promotion,2.8918635600015214
PID_306,high,promotion,6.990159216295106
PID_307,high,prevention,6.152938163184627
PID_308,high,prevention,2.5438259544032955
PID_309,high,prevention,3.931889555554773
PID_310,high,prevention,3.8148327340210244
PID_311,low,promotion,3.6354326811733264
PID_312,low,prevention,1.5375570673768488
PID_313,high,promotion,7.3577604573771636
PID_314,low,prevention,1.2327241336794832
PID_315,low,promotion,3.905842624926678
PID_316,low,promotion,4.358427613138856
PID_317,high,promotion,8.70686190971005
PID_318,high,promotion,7.212279991501161
PID_319,high,prevention,2.1139680070051767
PID_320,low,promotion,1.070945595152492
PID_321,high,prevention,2.8148398181594887
PID_322,high,promotion,7.833446919328507
PID_323,high,promotion,6.223040242330783
PID_324,high,prevention,2.5852914575448924
PID_325,high,prevention,2.893932333590511
PID_326,low,prevention,2.4811142389737197
PID_327,low,prevention,3.249407223700295
PID_328,low,prevention,2.8505232562433918
PID_329,high,promotion,6.816243527142216
PID_330,high,promotion,8.348609739571762
PID_331,high,prevention,4.213224192694012
PID_332,low,prevention,2.9986278691847454
PID_333,low,promotion,4.209385322747609
PID_334,high,promotion,7.287550042177345
PID_335,high,prevention,2.521908725754053
PID_336,low,promotion,4.436698568405868
PID_337,low,prevention,1.7536896477131954
PID_338,low,prevention,2.2617714483636204
PID_339,high,promotion,7.611925748596378
PID_340,low,prevention,2.0301146747275527
PID_341,low,promotion,3.4917815463854533
PID_342,high,promotion,7.681718370739465
PID_343,high,promotion,6.390791772019071
PID_344,high,prevention,3.873733525761641
PID_345,low,promotion,3.2194553302950077
